transaction_id,date,district,asset_type,transaction_value_aed,size_sqm,price_per_sqm,buyer_type
TXN-01313,2025-07-05,Saadiyat Island,land,38192000,5467,6986,individual
TXN-01943,2025-07-05,Al Zahiyah,apartment,2693000,255,10561,individual
TXN-03120,2025-07-05,Al Zahiyah,office,6354000,420,15128,corporate
TXN-01054,2025-07-06,Khalifa City,retail,2013000,133,15132,individual
TXN-01884,2025-07-06,Al Maryah Island,office,22237000,867,25648,corporate
TXN-02132,2025-07-06,Al Ghadeer,apartment,1301000,129,10087,corporate
TXN-02639,2025-07-06,Yas Island,townhouse,3440000,243,14155,individual
TXN-00364,2025-07-07,Corniche,land,149091000,29890,4988,individual
TXN-02938,2025-07-07,Masdar City,land,21039000,3763,5591,individual
TXN-03287,2025-07-07,Masdar City,villa,11771000,625,18833,developer
TXN-01451,2025-07-08,Al Maryah Island,apartment,2137000,118,18107,fund
TXN-02839,2025-07-08,Al Bahia,hotel,32261000,4335,7442,corporate
TXN-04670,2025-07-08,Al Reef,apartment,1548000,178,8696,developer
TXN-00298,2025-07-09,Al Reef,warehouse,15187000,5998,2532,individual
TXN-02860,2025-07-09,Saadiyat Island,land,65061000,9239,7042,fund
TXN-04493,2025-07-09,Al Khalidiyah,warehouse,12610000,3469,3635,individual
TXN-02710,2025-07-10,Saadiyat Island,apartment,2632000,97,27138,individual
TXN-03292,2025-07-10,Mohammed Bin Zayed City,townhouse,2899000,294,9860,individual
TXN-00969,2025-07-11,Khalifa City,apartment,2150000,201,10695,individual
TXN-02774,2025-07-11,Al Maqta,office,7961000,668,11918,corporate
TXN-03180,2025-07-11,Al Reem Island,apartment,1737000,100,17373,fund
TXN-04951,2025-07-11,Al Shamkha,office,6893000,744,9265,corporate
TXN-00097,2025-07-12,Al Raha Beach,land,43252000,8032,5385,individual
TXN-01491,2025-07-12,Al Shamkha,apartment,1169000,132,8853,fund
TXN-01553,2025-07-12,Mohammed Bin Zayed City,land,128009000,29441,4348,individual
TXN-01665,2025-07-12,Al Maryah Island,office,15815000,548,28859,corporate
TXN-02191,2025-07-12,Khalifa City,villa,3948000,332,11891,fund
TXN-02428,2025-07-12,Al Bahia,hotel,50503000,8184,6171,individual
TXN-00629,2025-07-13,Saadiyat Island,apartment,4747000,180,26370,individual
TXN-00661,2025-07-13,Al Reef,apartment,1864000,204,9136,individual
TXN-02854,2025-07-13,Al Zahiyah,townhouse,4350000,195,22307,individual
TXN-03246,2025-07-13,Zayed City,apartment,1801000,189,9531,individual
TXN-03433,2025-07-13,Mussafah,apartment,333000,60,5546,individual
TXN-00625,2025-07-14,Danet Abu Dhabi,villa,10842000,694,15622,individual
TXN-01316,2025-07-14,Al Maqta,apartment,2721000,233,11676,individual
TXN-03579,2025-07-14,Mussafah,retail,2064000,219,9424,fund
TXN-02154,2025-07-15,Mussafah,hotel,28174000,8311,3390,corporate
TXN-02856,2025-07-15,Corniche,apartment,3754000,213,17623,corporate
TXN-01560,2025-07-16,Corniche,apartment,1977000,123,16070,fund
TXN-03072,2025-07-16,Al Raha Beach,villa,12800000,639,20031,fund
TXN-04158,2025-07-17,Al Zahiyah,apartment,2052000,170,12071,fund
TXN-00078,2025-07-18,Mussafah,apartment,1025000,185,5542,corporate
TXN-00118,2025-07-18,Al Ghadeer,apartment,1649000,196,8411,individual
TXN-00776,2025-07-18,Mussafah,land,33661000,12828,2624,individual
TXN-02120,2025-07-18,Al Reem Island,townhouse,7052000,334,21114,fund
TXN-03479,2025-07-18,Danet Abu Dhabi,office,4698000,299,15711,individual
TXN-04147,2025-07-18,Corniche,retail,12762000,707,18051,fund
TXN-04414,2025-07-18,Al Maqta,apartment,1278000,141,9067,individual
TXN-04495,2025-07-18,Al Shamkha,townhouse,1493000,202,7390,corporate
TXN-00948,2025-07-19,Al Shamkha,villa,3662000,310,11812,individual
TXN-01488,2025-07-19,Al Bahia,warehouse,10860000,4763,2280,developer
TXN-02377,2025-07-19,Masdar City,land,56692000,11915,4758,individual
TXN-02483,2025-07-19,Al Maryah Island,office,30620000,998,30681,developer
TXN-04372,2025-07-19,Mohammed Bin Zayed City,villa,6024000,376,16021,individual
TXN-02315,2025-07-20,Al Zahiyah,villa,7785000,559,13927,developer
TXN-00838,2025-07-21,Zayed City,warehouse,6743000,2241,3009,developer
TXN-02098,2025-07-21,Al Zahiyah,land,94810000,27489,3449,individual
TXN-02194,2025-07-21,Al Bateen,apartment,3491000,213,16392,individual
TXN-04244,2025-07-21,Saadiyat Island,apartment,2548000,144,17691,developer
TXN-00102,2025-07-22,Saadiyat Island,apartment,1905000,102,18675,developer
TXN-01091,2025-07-22,Mussafah,villa,3599000,543,6628,fund
TXN-01508,2025-07-22,Al Zahiyah,apartment,1102000,79,13953,fund
TXN-03284,2025-07-22,Saadiyat Island,villa,9050000,350,25856,fund
TXN-03307,2025-07-22,Al Maryah Island,office,5212000,217,24019,fund
TXN-03915,2025-07-22,Masdar City,townhouse,3988000,252,15826,individual
TXN-04133,2025-07-22,Zayed City,villa,4935000,330,14956,fund
TXN-00541,2025-07-23,Al Zahiyah,villa,10222000,678,15076,individual
TXN-02384,2025-07-23,Al Bahia,villa,2831000,289,9795,corporate
TXN-03145,2025-07-23,Saadiyat Island,apartment,3595000,164,21922,corporate
TXN-02064,2025-07-24,Zayed City,retail,6095000,428,14240,fund
TXN-03049,2025-07-24,Al Maryah Island,villa,21132000,543,38917,individual
TXN-04688,2025-07-24,Danet Abu Dhabi,retail,4645000,336,13824,fund
TXN-02901,2025-07-25,Masdar City,warehouse,19866000,4756,4177,corporate
TXN-01642,2025-07-27,Al Maryah Island,villa,19665000,610,32238,fund
TXN-04324,2025-07-27,Al Maryah Island,office,18431000,769,23967,corporate
TXN-01562,2025-07-28,Al Reem Island,villa,9983000,534,18694,developer
TXN-01851,2025-07-28,Khalifa City,apartment,1856000,187,9927,individual
TXN-03614,2025-07-28,Yas Island,villa,5862000,354,16558,individual
TXN-04231,2025-07-28,Saadiyat Island,office,6254000,288,21717,individual
TXN-04627,2025-07-28,Zayed City,apartment,753000,71,10605,fund
TXN-00217,2025-07-29,Al Raha Beach,apartment,2248000,153,14693,individual
TXN-01444,2025-07-29,Al Bateen,land,85134000,13769,6183,individual
TXN-04526,2025-07-29,Al Reef,retail,5373000,587,9154,corporate
TXN-00247,2025-07-30,Mohammed Bin Zayed City,retail,12304000,818,15041,individual
TXN-01903,2025-07-30,Al Maryah Island,warehouse,31702000,4909,6458,corporate
TXN-01987,2025-07-30,Al Khalidiyah,apartment,1107000,73,15164,individual
TXN-01181,2025-07-31,Al Khalidiyah,apartment,2208000,182,12133,developer
TXN-01872,2025-07-31,Al Zahiyah,land,38439000,6591,5832,individual
TXN-02159,2025-07-31,Danet Abu Dhabi,townhouse,2287000,217,10539,developer
TXN-02217,2025-07-31,Al Bahia,office,6888000,565,12191,individual
TXN-03289,2025-07-31,Mussafah,office,8600000,1449,5935,individual
TXN-01122,2025-08-01,Masdar City,apartment,4270000,250,17080,fund
TXN-02956,2025-08-01,Khalifa City,townhouse,3470000,261,13294,corporate
TXN-03781,2025-08-01,Al Maryah Island,retail,12782000,396,32277,developer
TXN-02202,2025-08-02,Al Bateen,apartment,4602000,259,17770,developer
TXN-03607,2025-08-02,Masdar City,retail,6128000,406,15094,individual
TXN-00610,2025-08-03,Al Shamkha,apartment,861000,92,9359,corporate
TXN-02513,2025-08-03,Al Reef,townhouse,3281000,353,9295,developer
TXN-03814,2025-08-03,Yas Island,apartment,1242000,78,15925,corporate
TXN-03329,2025-08-04,Al Khalidiyah,retail,7184000,469,15318,individual
TXN-04492,2025-08-04,Al Shamkha,apartment,1305000,185,7052,developer
TXN-01754,2025-08-05,Al Zahiyah,retail,6006000,485,12384,individual
TXN-02620,2025-08-05,Al Bateen,retail,3109000,122,25480,fund
TXN-03198,2025-08-05,Al Khalidiyah,apartment,3614000,240,15058,fund
TXN-04240,2025-08-05,Saadiyat Island,townhouse,6152000,237,25956,developer
TXN-04564,2025-08-05,Al Maryah Island,land,223087000,18941,11778,developer
TXN-00382,2025-08-06,Saadiyat Island,retail,21276000,789,26966,individual
TXN-01892,2025-08-06,Al Khalidiyah,retail,5306000,277,19154,individual
TXN-02789,2025-08-06,Al Khalidiyah,apartment,2890000,223,12961,individual
TXN-02887,2025-08-06,Danet Abu Dhabi,apartment,4175000,220,18977,individual
TXN-04666,2025-08-06,Al Reem Island,villa,9087000,581,15640,fund
TXN-00399,2025-08-07,Al Raha Beach,land,45500000,8503,5351,individual
TXN-00503,2025-08-07,Al Raha Beach,villa,9068000,498,18209,individual
TXN-01257,2025-08-07,Saadiyat Island,office,14942000,571,26168,individual
TXN-02245,2025-08-07,Danet Abu Dhabi,office,1936000,158,12256,corporate
TXN-04506,2025-08-07,Zayed City,apartment,1307000,116,11266,developer
TXN-04885,2025-08-07,Al Bateen,villa,10986000,574,19139,individual
TXN-00320,2025-08-08,Al Ghadeer,office,13704000,1376,9959,individual
TXN-00448,2025-08-08,Zayed City,office,18091000,1126,16067,corporate
TXN-00725,2025-08-08,Mussafah,villa,4750000,620,7662,individual
TXN-04104,2025-08-08,Al Reem Island,land,169602000,29353,5778,developer
TXN-04148,2025-08-08,Al Zahiyah,office,7575000,567,13360,individual
TXN-04410,2025-08-08,Al Ghadeer,apartment,1836000,233,7879,fund
TXN-04447,2025-08-09,Al Reem Island,villa,8406000,378,22237,corporate
TXN-00350,2025-08-10,Danet Abu Dhabi,office,4088000,293,13951,corporate
TXN-00580,2025-08-10,Al Raha Beach,villa,10686000,608,17576,individual
TXN-01664,2025-08-11,Khalifa City,villa,5632000,459,12270,corporate
TXN-01768,2025-08-11,Al Maqta,apartment,1060000,119,8905,individual
TXN-02114,2025-08-11,Zayed City,villa,3080000,318,9684,individual
TXN-03300,2025-08-12,Al Ghadeer,apartment,2425000,224,10825,corporate
TXN-01930,2025-08-13,Al Shamkha,warehouse,8933000,4188,2133,individual
TXN-04118,2025-08-13,Al Reem Island,apartment,3611000,228,15839,corporate
TXN-00359,2025-08-14,Al Bahia,apartment,954000,105,9088,individual
TXN-00650,2025-08-14,Al Ghadeer,apartment,962000,133,7235,corporate
TXN-02133,2025-08-14,Zayed City,townhouse,5182000,357,14515,individual
TXN-04577,2025-08-14,Mohammed Bin Zayed City,apartment,2400000,221,10859,developer
TXN-01098,2025-08-15,Al Raha Beach,apartment,2756000,178,15483,corporate
TXN-02077,2025-08-15,Al Bateen,villa,11669000,617,18912,individual
TXN-02115,2025-08-15,Mussafah,villa,5592000,696,8034,individual
TXN-03296,2025-08-15,Yas Island,office,21386000,1155,18516,individual
TXN-04768,2025-08-15,Corniche,apartment,3748000,188,19937,individual
TXN-01755,2025-08-16,Al Ghadeer,villa,4968000,636,7811,fund
TXN-03640,2025-08-16,Al Raha Beach,land,113180000,24189,4679,individual
TXN-02463,2025-08-17,Saadiyat Island,townhouse,6641000,296,22437,fund
TXN-00124,2025-08-20,Saadiyat Island,townhouse,7809000,337,23173,developer
TXN-02534,2025-08-20,Danet Abu Dhabi,retail,5300000,282,18793,corporate
TXN-04221,2025-08-20,Al Bahia,villa,4221000,396,10658,individual
TXN-00737,2025-08-21,Al Zahiyah,villa,4511000,312,14458,corporate
TXN-00912,2025-08-21,Corniche,villa,14410000,600,24016,individual
TXN-04735,2025-08-21,Al Maqta,apartment,1672000,145,11534,corporate
TXN-01280,2025-08-22,Al Bahia,hotel,33854000,6462,5239,fund
TXN-04502,2025-08-22,Al Ghadeer,villa,6190000,583,10618,individual
TXN-04677,2025-08-22,Al Reem Island,office,3952000,268,14746,individual
TXN-03149,2025-08-23,Mohammed Bin Zayed City,office,10632000,931,11420,individual
TXN-04309,2025-08-23,Al Reef,land,75822000,23402,3240,individual
TXN-01647,2025-08-24,Al Bahia,warehouse,10988000,4173,2633,developer
TXN-04895,2025-08-24,Zayed City,townhouse,4399000,353,12463,corporate
TXN-04918,2025-08-24,Mussafah,warehouse,6043000,3698,1634,fund
TXN-00787,2025-08-25,Masdar City,office,7873000,663,11875,developer
TXN-03215,2025-08-25,Al Ghadeer,apartment,1079000,165,6541,individual
TXN-04188,2025-08-25,Khalifa City,hotel,47462000,5366,8845,developer
TXN-04472,2025-08-25,Saadiyat Island,townhouse,7001000,275,25457,individual
TXN-02493,2025-08-26,Zayed City,apartment,1948000,196,9938,individual
TXN-02832,2025-08-26,Mohammed Bin Zayed City,villa,7344000,688,10675,fund
TXN-03143,2025-08-26,Zayed City,villa,8869000,532,16671,developer
TXN-00025,2025-08-27,Al Shamkha,retail,8738000,668,13081,individual
TXN-00963,2025-08-27,Yas Island,townhouse,4872000,305,15975,individual
TXN-01099,2025-08-27,Corniche,office,29305000,1118,26212,individual
TXN-01429,2025-08-28,Al Zahiyah,apartment,3116000,248,12566,individual
TXN-01537,2025-08-28,Al Bahia,hotel,58666000,10804,5430,individual
TXN-02027,2025-08-28,Zayed City,retail,9116000,745,12236,individual
TXN-01666,2025-08-29,Al Ghadeer,office,4983000,806,6182,corporate
TXN-01823,2025-08-29,Al Ghadeer,villa,3824000,354,10803,individual
TXN-02865,2025-08-29,Al Maqta,apartment,1673000,180,9292,corporate
TXN-03216,2025-08-29,Al Bateen,apartment,2031000,101,20106,corporate
TXN-00595,2025-08-30,Mussafah,apartment,1767000,235,7518,individual
TXN-02104,2025-08-30,Zayed City,apartment,1006000,99,10160,developer
TXN-00531,2025-08-31,Mohammed Bin Zayed City,land,72610000,16949,4284,individual
TXN-01126,2025-08-31,Al Shamkha,apartment,1664000,187,8897,individual
TXN-02407,2025-08-31,Mussafah,retail,5361000,640,8376,individual
TXN-02471,2025-08-31,Al Maryah Island,apartment,7755000,252,30775,developer
TXN-03272,2025-08-31,Al Shamkha,office,1547000,140,11052,individual
TXN-03448,2025-09-01,Al Raha Beach,apartment,4321000,216,20006,individual
TXN-03529,2025-09-01,Al Ghadeer,villa,3369000,512,6581,individual
TXN-04391,2025-09-01,Al Maqta,apartment,2384000,237,10061,individual
TXN-00869,2025-09-02,Al Zahiyah,villa,6740000,460,14653,individual
TXN-00928,2025-09-02,Al Khalidiyah,land,82353000,11392,7229,individual
TXN-02415,2025-09-02,Al Raha Beach,hotel,58204000,5955,9774,fund
TXN-02548,2025-09-02,Al Shamkha,apartment,1358000,152,8932,fund
TXN-04284,2025-09-02,Al Zahiyah,office,6472000,383,16898,individual
TXN-01134,2025-09-03,Al Shamkha,villa,5001000,388,12889,developer
TXN-01607,2025-09-03,Yas Island,apartment,4557000,245,18599,corporate
TXN-03303,2025-09-03,Al Bahia,retail,814000,82,9932,fund
TXN-04259,2025-09-03,Al Raha Beach,office,15817000,795,19895,corporate
TXN-02088,2025-09-04,Al Reem Island,warehouse,10993000,3259,3373,developer
TXN-04748,2025-09-04,Corniche,villa,5336000,348,15332,individual
TXN-00091,2025-09-05,Al Reef,land,67700000,21038,3218,individual
TXN-00174,2025-09-05,Al Shamkha,office,4027000,331,12167,developer
TXN-00190,2025-09-05,Al Maqta,villa,7201000,576,12502,developer
TXN-01568,2025-09-05,Al Shamkha,villa,5019000,643,7805,corporate
TXN-03819,2025-09-05,Al Khalidiyah,villa,10400000,469,22174,corporate
TXN-04481,2025-09-05,Al Reem Island,hotel,38184000,4299,8882,individual
TXN-04857,2025-09-05,Khalifa City,townhouse,4018000,302,13303,individual
TXN-00945,2025-09-06,Danet Abu Dhabi,apartment,1113000,70,15903,corporate
TXN-03412,2025-09-06,Zayed City,land,99265000,29351,3382,developer
TXN-03755,2025-09-06,Al Maryah Island,apartment,7226000,212,34085,individual
TXN-00210,2025-09-07,Zayed City,apartment,3287000,226,14546,individual
TXN-01523,2025-09-07,Zayed City,land,47494000,15659,3033,developer
TXN-00186,2025-09-08,Al Raha Beach,townhouse,4960000,329,15075,individual
TXN-01661,2025-09-08,Saadiyat Island,apartment,1877000,83,22617,corporate
TXN-01844,2025-09-08,Khalifa City,townhouse,2561000,232,11038,corporate
TXN-02012,2025-09-08,Al Bateen,apartment,2751000,186,14793,fund
TXN-03598,2025-09-08,Danet Abu Dhabi,hotel,124446000,11843,10508,fund
TXN-04450,2025-09-08,Masdar City,townhouse,3824000,264,14486,individual
TXN-04904,2025-09-08,Mohammed Bin Zayed City,hotel,63021000,7515,8386,fund
TXN-00995,2025-09-09,Al Reef,apartment,484000,62,7811,corporate
TXN-02511,2025-09-09,Masdar City,office,16851000,1023,16472,fund
TXN-03927,2025-09-09,Al Raha Beach,apartment,1504000,95,15831,corporate
TXN-04599,2025-09-09,Al Bahia,townhouse,3275000,312,10497,corporate
TXN-01814,2025-09-10,Saadiyat Island,apartment,2122000,102,20808,fund
TXN-03001,2025-09-10,Al Raha Beach,apartment,2750000,119,23111,developer
TXN-03893,2025-09-10,Al Ghadeer,villa,3861000,619,6237,individual
TXN-04143,2025-09-10,Al Ghadeer,apartment,1405000,170,8266,developer
TXN-00592,2025-09-11,Al Raha Beach,townhouse,3247000,217,14965,fund
TXN-04460,2025-09-11,Al Ghadeer,land,64881000,20782,3122,developer
TXN-04544,2025-09-11,Al Maqta,office,11782000,1235,9540,individual
TXN-04859,2025-09-11,Al Zahiyah,apartment,2606000,139,18745,developer
TXN-00915,2025-09-12,Zayed City,retail,4571000,386,11841,developer
TXN-02261,2025-09-12,Mohammed Bin Zayed City,townhouse,1851000,217,8532,individual
TXN-02308,2025-09-12,Al Ghadeer,retail,5189000,522,9941,corporate
TXN-03832,2025-09-12,Al Raha Beach,villa,7876000,538,14640,individual
TXN-04764,2025-09-12,Mussafah,office,5822000,773,7532,individual
TXN-04869,2025-09-12,Al Ghadeer,apartment,1423000,222,6408,individual
TXN-01435,2025-09-13,Al Maqta,warehouse,5722000,1700,3366,individual
TXN-02123,2025-09-13,Mohammed Bin Zayed City,retail,2807000,247,11366,individual
TXN-00674,2025-09-14,Danet Abu Dhabi,office,10550000,662,15937,corporate
TXN-01185,2025-09-14,Al Reem Island,villa,15456000,695,22239,developer
TXN-01366,2025-09-14,Yas Island,townhouse,5754000,273,21076,corporate
TXN-01497,2025-09-14,Al Ghadeer,apartment,1711000,232,7375,individual
TXN-03849,2025-09-14,Al Shamkha,office,8697000,849,10244,developer
TXN-00108,2025-09-15,Al Raha Beach,office,11981000,806,14865,individual
TXN-01474,2025-09-15,Al Shamkha,villa,6640000,681,9751,developer
TXN-02884,2025-09-15,Al Bateen,office,6403000,255,25108,individual
TXN-03476,2025-09-16,Al Shamkha,apartment,631000,65,9704,individual
TXN-04061,2025-09-16,Masdar City,apartment,3045000,227,13416,developer
TXN-04838,2025-09-16,Corniche,apartment,3123000,183,17068,individual
TXN-01264,2025-09-17,Al Raha Beach,apartment,3881000,181,21442,individual
TXN-02184,2025-09-18,Corniche,retail,10293000,492,20921,developer
TXN-03721,2025-09-18,Al Reem Island,retail,6862000,337,20362,corporate
TXN-03886,2025-09-19,Corniche,apartment,2084000,130,16033,developer
TXN-04468,2025-09-19,Masdar City,townhouse,4432000,291,15231,fund
TXN-00265,2025-09-20,Masdar City,townhouse,4436000,349,12712,individual
TXN-00377,2025-09-20,Saadiyat Island,office,16161000,592,27299,corporate
TXN-01671,2025-09-20,Saadiyat Island,apartment,3785000,158,23956,corporate
TXN-02954,2025-09-20,Al Bahia,warehouse,5484000,2265,2421,fund
TXN-02983,2025-09-20,Zayed City,villa,8198000,483,16973,individual
TXN-03358,2025-09-20,Mohammed Bin Zayed City,villa,3463000,308,11242,corporate
TXN-02986,2025-09-21,Al Maqta,land,30147000,7812,3859,developer
TXN-03696,2025-09-21,Yas Island,apartment,4350000,247,17610,individual
TXN-04717,2025-09-21,Al Bateen,office,15791000,1154,13684,fund
TXN-02908,2025-09-22,Al Reef,warehouse,10407000,4474,2326,individual
TXN-04033,2025-09-22,Khalifa City,townhouse,2872000,238,12069,individual
TXN-04669,2025-09-22,Al Shamkha,retail,1035000,117,8845,individual
TXN-00283,2025-09-23,Al Maqta,villa,3300000,251,13146,individual
TXN-02880,2025-09-23,Al Bahia,land,78224000,23068,3391,individual
TXN-02968,2025-09-23,Al Reef,apartment,1688000,235,7181,corporate
TXN-04274,2025-09-23,Al Reem Island,retail,8503000,551,15432,individual
TXN-00672,2025-09-24,Masdar City,villa,5164000,365,14149,individual
TXN-00841,2025-09-24,Al Ghadeer,land,36249000,13985,2592,individual
TXN-01037,2025-09-24,Mussafah,office,8645000,1454,5946,developer
TXN-01660,2025-09-24,Danet Abu Dhabi,land,39034000,7428,5255,individual
TXN-03058,2025-09-24,Khalifa City,land,63512000,19835,3202,individual
TXN-03590,2025-09-24,Al Khalidiyah,office,7022000,484,14509,individual
TXN-04467,2025-09-24,Al Khalidiyah,villa,12694000,676,18778,individual
TXN-00417,2025-09-25,Al Maqta,office,3511000,278,12631,corporate
TXN-01784,2025-09-25,Al Ghadeer,villa,3760000,388,9691,developer
TXN-02818,2025-09-25,Corniche,apartment,1155000,63,18331,individual
TXN-00352,2025-09-26,Al Raha Beach,retail,12832000,445,28835,developer
TXN-01014,2025-09-26,Mussafah,hotel,41252000,10494,3931,individual
TXN-02965,2025-09-26,Corniche,townhouse,5874000,335,17535,developer
TXN-04389,2025-09-26,Al Ghadeer,apartment,1332000,240,5549,developer
TXN-00357,2025-09-27,Mussafah,retail,3160000,297,10639,individual
TXN-00502,2025-09-27,Al Shamkha,retail,7226000,713,10134,corporate
TXN-02870,2025-09-27,Al Zahiyah,villa,5115000,351,14572,fund
TXN-03003,2025-09-27,Al Bateen,villa,8103000,398,20359,developer
TXN-03900,2025-09-27,Al Maryah Island,warehouse,29870000,5027,5942,corporate
TXN-01336,2025-09-28,Al Bateen,townhouse,4163000,227,18339,fund
TXN-03414,2025-09-28,Al Ghadeer,villa,3745000,607,6169,individual
TXN-02236,2025-09-29,Al Reem Island,villa,8352000,301,27747,corporate
TXN-02490,2025-09-29,Al Bahia,villa,4598000,573,8024,fund
TXN-03802,2025-09-29,Corniche,villa,5116000,300,17053,fund
TXN-04257,2025-09-29,Corniche,retail,15828000,559,28315,corporate
TXN-01616,2025-09-30,Al Reef,land,73256000,19132,3829,individual
TXN-02323,2025-09-30,Mussafah,apartment,1476000,178,8293,corporate
TXN-04851,2025-09-30,Masdar City,apartment,2093000,140,14953,developer
TXN-00220,2025-10-01,Yas Island,villa,12530000,641,19548,individual
TXN-00488,2025-10-01,Al Shamkha,warehouse,4144000,1983,2090,corporate
TXN-00820,2025-10-01,Al Bateen,villa,10357000,518,19995,corporate
TXN-02657,2025-10-01,Al Reef,apartment,880000,119,7394,corporate
TXN-02664,2025-10-01,Al Zahiyah,land,116958000,26515,4411,individual
TXN-03706,2025-10-01,Al Reef,villa,3813000,421,9057,corporate
TXN-04756,2025-10-01,Mohammed Bin Zayed City,townhouse,4041000,322,12549,corporate
TXN-00150,2025-10-02,Al Zahiyah,villa,4650000,321,14487,corporate
TXN-02326,2025-10-02,Danet Abu Dhabi,office,19980000,1123,17792,individual
TXN-03152,2025-10-02,Al Maryah Island,land,322830000,25322,12749,corporate
TXN-03921,2025-10-02,Yas Island,retail,13634000,691,19731,corporate
TXN-01247,2025-10-03,Al Khalidiyah,land,101717000,18447,5514,fund
TXN-02069,2025-10-03,Al Reef,retail,2792000,243,11491,developer
TXN-03373,2025-10-03,Al Bateen,apartment,2975000,190,15659,individual
TXN-04054,2025-10-03,Al Maqta,land,48722000,12138,4014,fund
TXN-02890,2025-10-04,Khalifa City,warehouse,12225000,4444,2751,individual
TXN-03046,2025-10-04,Yas Island,apartment,3069000,171,17947,individual
TXN-04483,2025-10-04,Danet Abu Dhabi,apartment,3614000,239,15120,developer
TXN-00489,2025-10-05,Saadiyat Island,villa,16800000,626,26837,corporate
TXN-00631,2025-10-05,Mohammed Bin Zayed City,apartment,587000,68,8639,corporate
TXN-03431,2025-10-05,Mussafah,office,4126000,516,7996,individual
TXN-03861,2025-10-05,Mussafah,land,20681000,10983,1883,individual
TXN-01011,2025-10-06,Danet Abu Dhabi,townhouse,4342000,270,16080,developer
TXN-01542,2025-10-06,Al Maryah Island,villa,17418000,626,27825,individual
TXN-02060,2025-10-06,Yas Island,apartment,2859000,164,17434,fund
TXN-02735,2025-10-06,Al Bateen,apartment,2990000,128,23358,individual
TXN-02824,2025-10-06,Al Reem Island,office,20866000,1404,14862,fund
TXN-03437,2025-10-06,Al Maqta,land,19335000,6327,3056,developer
TXN-03892,2025-10-07,Al Shamkha,apartment,2113000,224,9433,individual
TXN-04854,2025-10-07,Al Reef,townhouse,1995000,205,9734,developer
TXN-00490,2025-10-08,Al Zahiyah,apartment,1263000,85,14864,individual
TXN-02925,2025-10-08,Al Shamkha,land,87267000,24147,3614,individual
TXN-03154,2025-10-08,Mohammed Bin Zayed City,apartment,822000,90,9137,individual
TXN-04173,2025-10-08,Al Zahiyah,apartment,2569000,208,12349,individual
TXN-00216,2025-10-09,Yas Island,villa,7059000,283,24942,corporate
TXN-00411,2025-10-09,Mussafah,apartment,481000,71,6773,corporate
TXN-01570,2025-10-09,Al Maqta,apartment,1591000,150,10607,fund
TXN-02573,2025-10-09,Saadiyat Island,apartment,2357000,92,25619,individual
TXN-02631,2025-10-09,Danet Abu Dhabi,villa,5248000,292,17973,individual
TXN-03302,2025-10-09,Al Ghadeer,land,63990000,25991,2462,individual
TXN-03504,2025-10-09,Al Reef,warehouse,11397000,5185,2198,individual
TXN-03560,2025-10-09,Saadiyat Island,retail,5516000,217,25421,developer
TXN-04582,2025-10-09,Al Ghadeer,villa,1814000,251,7226,corporate
TXN-04846,2025-10-09,Danet Abu Dhabi,apartment,1847000,152,12152,individual
TXN-04933,2025-10-09,Danet Abu Dhabi,townhouse,5814000,288,20188,corporate
TXN-04365,2025-10-10,Al Bateen,retail,8231000,389,21160,fund
TXN-04799,2025-10-10,Al Bahia,townhouse,2127000,208,10225,individual
TXN-00341,2025-10-11,Khalifa City,apartment,2630000,240,10957,developer
TXN-00647,2025-10-11,Al Raha Beach,land,128629000,22052,5833,fund
TXN-00696,2025-10-11,Masdar City,townhouse,3733000,213,17524,fund
TXN-01252,2025-10-11,Mussafah,apartment,1673000,184,9091,individual
TXN-00439,2025-10-12,Al Reef,villa,4019000,433,9282,corporate
TXN-00701,2025-10-12,Al Shamkha,apartment,1643000,182,9028,fund
TXN-00935,2025-10-12,Al Zahiyah,townhouse,3273000,228,14354,fund
TXN-01221,2025-10-12,Al Zahiyah,office,20809000,1478,14079,individual
TXN-02157,2025-10-12,Al Bahia,apartment,2166000,195,11110,corporate
TXN-03946,2025-10-12,Saadiyat Island,villa,8309000,334,24876,corporate
TXN-04906,2025-10-12,Al Reef,land,29011000,9745,2977,corporate
TXN-00158,2025-10-13,Mussafah,land,61170000,27957,2188,corporate
TXN-02355,2025-10-13,Al Reef,apartment,1925000,224,8592,fund
TXN-02376,2025-10-13,Corniche,townhouse,3939000,194,20304,individual
TXN-04167,2025-10-13,Al Maqta,retail,12742000,793,16068,developer
TXN-04709,2025-10-13,Danet Abu Dhabi,apartment,3420000,209,16364,corporate
TXN-00019,2025-10-14,Khalifa City,townhouse,3322000,313,10613,individual
TXN-01952,2025-10-14,Yas Island,retail,2745000,134,20485,fund
TXN-03483,2025-10-14,Zayed City,apartment,2341000,202,11588,developer
TXN-03739,2025-10-14,Saadiyat Island,apartment,2528000,118,21424,corporate
TXN-01376,2025-10-15,Mussafah,warehouse,6426000,2555,2515,developer
TXN-02452,2025-10-15,Al Bateen,apartment,2492000,134,18599,fund
TXN-02924,2025-10-15,Al Reef,retail,5564000,681,8170,developer
TXN-04826,2025-10-15,Khalifa City,retail,6769000,498,13593,individual
TXN-00906,2025-10-16,Masdar City,office,16302000,1119,14568,corporate
TXN-01236,2025-10-16,Al Bateen,retail,24996000,835,29935,developer
TXN-02011,2025-10-16,Al Khalidiyah,villa,9777000,633,15446,developer
